"sales_order_id";"order_date";"ship_date";"due_date";"customer_id";"tax_amount";"freight"
"43738";"2022-12-16";"2022-12-23";"2022-12-28";"11606";"286.2616";"89.4568"
"43739";"2022-12-16";"2022-12-23";"2022-12-28";"13563";"286.2616";"89.4568"
"43740";"2022-12-16";"2022-12-23";"2022-12-28";"16527";"286.2616";"89.4568"
"43741";"2022-12-17";"2022-12-24";"2022-12-29";"27671";"286.2616";"89.4568"
"43742";"2022-12-17";"2022-12-24";"2022-12-29";"13576";"286.2616";"89.4568"
"43743";"2022-12-17";"2022-12-24";"2022-12-29";"11007";"271.9992";"84.9998"
"43744";"2022-12-17";"2022-12-24";"2022-12-29";"16631";"286.2616";"89.4568"
"43745";"2022-12-18";"2022-12-25";"2022-12-30";"16514";"286.2616";"89.4568"
"43746";"2022-12-18";"2022-12-25";"2022-12-30";"16616";"286.2616";"89.4568"
"43747";"2022-12-19";"2022-12-26";"2022-12-31";"27623";"286.2616";"89.4568"
"43748";"2022-12-19";"2022-12-26";"2022-12-31";"27625";"286.2616";"89.4568"
"43749";"2022-12-19";"2022-12-26";"2022-12-31";"27636";"286.2616";"89.4568"
"43750";"2022-12-19";"2022-12-26";"2022-12-31";"11591";"286.2616";"89.4568"
"43751";"2022-12-19";"2022-12-26";"2022-12-31";"11592";"286.2616";"89.4568"
"43752";"2022-12-19";"2022-12-26";"2022-12-31";"13265";"286.2616";"89.4568"
"43753";"2022-12-19";"2022-12-26";"2022-12-31";"16482";"286.2616";"89.4568"
"43754";"2022-12-20";"2022-12-27";"2023-01-01";"27617";"286.2616";"89.4568"
"43755";"2022-12-20";"2022-12-27";"2023-01-01";"27670";"286.2616";"89.4568"
"43756";"2022-12-20";"2022-12-27";"2023-01-01";"19941";"55.9279";"17.4775"
"43757";"2022-12-20";"2022-12-27";"2023-01-01";"11017";"269.9992";"84.3748"
"43758";"2022-12-21";"2022-12-28";"2023-01-02";"27646";"286.2616";"89.4568"
"43759";"2022-12-21";"2022-12-28";"2023-01-02";"13257";"286.2616";"89.4568"
"43760";"2022-12-21";"2022-12-28";"2023-01-02";"16352";"286.2616";"89.4568"
"43761";"2022-12-21";"2022-12-28";"2023-01-02";"16493";"286.2616";"89.4568"
"43762";"2022-12-22";"2022-12-29";"2023-01-03";"27578";"286.2616";"89.4568"
"43763";"2022-12-22";"2022-12-29";"2023-01-03";"16525";"286.2616";"89.4568"
"43764";"2022-12-22";"2022-12-29";"2023-01-03";"16612";"286.2616";"89.4568"
"43765";"2022-12-22";"2022-12-29";"2023-01-03";"11010";"271.9992";"84.9998"
"43766";"2022-12-23";"2022-12-30";"2023-01-04";"16518";"286.2616";"89.4568"
"43767";"2022-12-23";"2022-12-30";"2023-01-04";"11001";"269.9992";"84.3748"
"43768";"2022-12-24";"2022-12-31";"2023-01-05";"27649";"286.2616";"89.4568"
"43769";"2022-12-24";"2022-12-31";"2023-01-05";"21659";"286.2616";"89.4568"
"43770";"2022-12-24";"2022-12-31";"2023-01-05";"27614";"286.2616";"89.4568"
"43771";"2022-12-24";"2022-12-31";"2023-01-05";"14559";"55.9279";"17.4775"
"43772";"2022-12-24";"2022-12-31";"2023-01-05";"16524";"286.2616";"89.4568"
"43773";"2022-12-24";"2022-12-31";"2023-01-05";"16526";"286.2616";"89.4568"
"43774";"2022-12-24";"2022-12-31";"2023-01-05";"16348";"286.2616";"89.4568"
"43775";"2022-12-24";"2022-12-31";"2023-01-05";"11027";"271.9992";"84.9998"
"43776";"2022-12-25";"2023-01-01";"2023-01-06";"13260";"286.2616";"89.4568"
"43777";"2022-12-25";"2023-01-01";"2023-01-06";"16515";"286.2616";"89.4568"
"43778";"2022-12-25";"2023-01-01";"2023-01-06";"11018";"271.9992";"84.9998"
"43779";"2022-12-25";"2023-01-01";"2023-01-06";"25252";"55.9279";"17.4775"
"43780";"2022-12-26";"2023-01-02";"2023-01-07";"11599";"286.2616";"89.4568"
"43781";"2022-12-26";"2023-01-02";"2023-01-07";"16495";"286.2616";"89.4568"
"43782";"2022-12-26";"2023-01-02";"2023-01-07";"16516";"286.2616";"89.4568"
"43783";"2022-12-26";"2023-01-02";"2023-01-07";"16620";"286.2616";"89.4568"
"43784";"2022-12-27";"2023-01-03";"2023-01-08";"27667";"286.2616";"89.4568"
"43785";"2022-12-27";"2023-01-03";"2023-01-08";"11601";"286.2616";"89.4568"
"43786";"2022-12-27";"2023-01-03";"2023-01-08";"11607";"286.2616";"89.4568"
"43787";"2022-12-27";"2023-01-03";"2023-01-08";"29385";"271.9992";"84.9998"
"43788";"2022-12-27";"2023-01-03";"2023-01-08";"11239";"269.9992";"84.3748"
"43789";"2022-12-27";"2023-01-03";"2023-01-08";"25865";"269.9992";"84.3748"
"43790";"2022-12-27";"2023-01-03";"2023-01-08";"25857";"271.9992";"84.9998"
"43791";"2022-12-27";"2023-01-03";"2023-01-08";"16484";"286.2616";"89.4568"
"43792";"2022-12-27";"2023-01-03";"2023-01-08";"16623";"286.2616";"89.4568"
"43793";"2022-12-27";"2023-01-03";"2023-01-08";"11000";"271.9992";"84.9998"
"43794";"2022-12-27";"2023-01-03";"2023-01-08";"11029";"271.9992";"84.9998"
"43795";"2022-12-28";"2023-01-04";"2023-01-09";"27615";"286.2616";"89.4568"
"43796";"2022-12-28";"2023-01-04";"2023-01-09";"17956";"55.9279";"17.4775"
"43797";"2022-12-28";"2023-01-04";"2023-01-09";"16345";"286.2616";"89.4568"
"43798";"2022-12-28";"2023-01-04";"2023-01-09";"16521";"286.2616";"89.4568"
"43799";"2022-12-28";"2023-01-04";"2023-01-09";"16636";"286.2616";"89.4568"
"43800";"2022-12-29";"2023-01-05";"2023-01-10";"21710";"286.2616";"89.4568"
"43801";"2022-12-29";"2023-01-05";"2023-01-10";"13583";"286.2616";"89.4568"
"43802";"2022-12-29";"2023-01-05";"2023-01-10";"11593";"286.2616";"89.4568"
"43803";"2022-12-30";"2023-01-06";"2023-01-11";"21741";"286.2616";"89.4568"
"43804";"2022-12-30";"2023-01-06";"2023-01-11";"13585";"286.2616";"89.4568"
"43805";"2022-12-30";"2023-01-06";"2023-01-11";"14510";"55.9279";"17.4775"
"43806";"2022-12-30";"2023-01-06";"2023-01-11";"16523";"286.2616";"89.4568"
"43807";"2022-12-31";"2023-01-07";"2023-01-12";"11611";"286.2616";"89.4568"
"43808";"2022-12-31";"2023-01-07";"2023-01-12";"13259";"286.2616";"89.4568"
"43809";"2022-12-31";"2023-01-07";"2023-01-12";"16350";"286.2616";"89.4568"
"43810";"2022-12-31";"2023-01-07";"2023-01-12";"11004";"271.9992";"84.9998"
"43811";"2022-12-31";"2023-01-07";"2023-01-12";"11026";"271.9992";"84.9998"
"43812";"2023-01-01";"2023-01-08";"2023-01-13";"27662";"286.2616";"89.4568"
"43813";"2023-01-01";"2023-01-08";"2023-01-13";"28390";"269.9992";"84.3748"
"43814";"2023-01-01";"2023-01-08";"2023-01-13";"25866";"269.9992";"84.3748"
"43815";"2023-01-01";"2023-01-08";"2023-01-13";"16494";"286.2616";"89.4568"
"43816";"2023-01-01";"2023-01-08";"2023-01-13";"16496";"286.2616";"89.4568"
"43817";"2023-01-01";"2023-01-08";"2023-01-13";"16519";"286.2616";"89.4568"
"43818";"2023-01-01";"2023-01-08";"2023-01-13";"16528";"286.2616";"89.4568"
"43819";"2023-01-01";"2023-01-08";"2023-01-13";"11006";"271.9992";"84.9998"
"43820";"2023-01-02";"2023-01-09";"2023-01-14";"27651";"286.2616";"89.4568"
"43821";"2023-01-02";"2023-01-09";"2023-01-14";"27663";"286.2616";"89.4568"
"43822";"2023-01-02";"2023-01-09";"2023-01-14";"27669";"286.2616";"89.4568"
"43823";"2023-01-02";"2023-01-09";"2023-01-14";"19942";"55.9279";"17.4775"
"43824";"2023-01-02";"2023-01-09";"2023-01-14";"14558";"55.9279";"17.4775"
"43825";"2023-01-02";"2023-01-09";"2023-01-14";"16349";"286.2616";"89.4568"
"43826";"2023-01-02";"2023-01-09";"2023-01-14";"11008";"269.9992";"84.3748"
"43827";"2023-01-02";"2023-01-09";"2023-01-14";"25250";"55.9279";"17.4775"
"43828";"2023-01-03";"2023-01-10";"2023-01-15";"27605";"286.2616";"89.4568"
"43829";"2023-01-03";"2023-01-10";"2023-01-15";"27611";"286.2616";"89.4568"
"43830";"2023-01-03";"2023-01-10";"2023-01-15";"16347";"286.2616";"89.4568"
"43831";"2023-01-03";"2023-01-10";"2023-01-15";"11028";"269.9992";"84.3748"
"43832";"2023-01-03";"2023-01-10";"2023-01-15";"13584";"286.2616";"89.4568"
"43833";"2023-01-04";"2023-01-11";"2023-01-16";"21727";"286.2616";"89.4568"
"43834";"2023-01-04";"2023-01-11";"2023-01-16";"28393";"269.9992";"84.3748"
"43835";"2023-01-04";"2023-01-11";"2023-01-16";"19802";"269.9992";"84.3748"
"43836";"2023-01-04";"2023-01-11";"2023-01-16";"26620";"55.9279";"17.4775"
"43837";"2023-01-04";"2023-01-11";"2023-01-16";"11009";"269.9992";"84.3748"
"43838";"2023-01-05";"2023-01-12";"2023-01-17";"27641";"286.2616";"89.4568"
"43839";"2023-01-05";"2023-01-12";"2023-01-17";"27673";"286.2616";"89.4568"
"43840";"2023-01-05";"2023-01-12";"2023-01-17";"17957";"55.9279";"17.4775"
"43841";"2023-01-05";"2023-01-12";"2023-01-17";"13406";"286.2616";"89.4568"
"43842";"2023-01-05";"2023-01-12";"2023-01-17";"16630";"286.2616";"89.4568"
"43918";"2023-01-06";"2023-01-13";"2023-01-18";"22041";"286.2616";"89.4568"
"43919";"2023-01-06";"2023-01-13";"2023-01-18";"12124";"286.2616";"89.4568"
"43920";"2023-01-06";"2023-01-13";"2023-01-18";"28066";"286.2616";"89.4568"
"43921";"2023-01-06";"2023-01-13";"2023-01-18";"16743";"286.2616";"89.4568"
"43922";"2023-01-06";"2023-01-13";"2023-01-18";"13546";"286.2616";"89.4568"
"43923";"2023-01-07";"2023-01-14";"2023-01-19";"28018";"286.2616";"89.4568"
"43924";"2023-01-07";"2023-01-14";"2023-01-19";"12132";"286.2616";"89.4568"
"43925";"2023-01-07";"2023-01-14";"2023-01-19";"16661";"286.2616";"89.4568"
"43926";"2023-01-08";"2023-01-15";"2023-01-20";"11055";"269.9992";"84.3748"
"43927";"2023-01-08";"2023-01-15";"2023-01-20";"16662";"286.2616";"89.4568"
"43928";"2023-01-08";"2023-01-15";"2023-01-20";"16740";"286.2616";"89.4568"
"43929";"2023-01-08";"2023-01-15";"2023-01-20";"25270";"55.9279";"17.4775"
"43930";"2023-01-09";"2023-01-16";"2023-01-21";"28038";"286.2616";"89.4568"
"43931";"2023-01-09";"2023-01-16";"2023-01-21";"13548";"286.2616";"89.4568"
"43932";"2023-01-09";"2023-01-16";"2023-01-21";"16741";"286.2616";"89.4568"
"43933";"2023-01-09";"2023-01-16";"2023-01-21";"11031";"271.9992";"84.9998"
"43934";"2023-01-09";"2023-01-16";"2023-01-21";"11034";"271.9992";"84.9998"
"43935";"2023-01-10";"2023-01-17";"2023-01-22";"20048";"55.9279";"17.4775"
"43936";"2023-01-10";"2023-01-17";"2023-01-22";"28065";"286.2616";"89.4568"
"43937";"2023-01-10";"2023-01-17";"2023-01-22";"17047";"286.2616";"89.4568"
"43938";"2023-01-10";"2023-01-17";"2023-01-22";"16686";"286.2616";"89.4568"
"43939";"2023-01-10";"2023-01-17";"2023-01-22";"16659";"286.2616";"89.4568"
"43940";"2023-01-10";"2023-01-17";"2023-01-22";"25294";"55.9279";"17.4775"
"43941";"2023-01-11";"2023-01-18";"2023-01-23";"13600";"286.2616";"89.4568"
"43942";"2023-01-11";"2023-01-18";"2023-01-23";"17051";"286.2616";"89.4568"
"43943";"2023-01-11";"2023-01-18";"2023-01-23";"14565";"55.9279";"17.4775"
"43944";"2023-01-11";"2023-01-18";"2023-01-23";"11054";"271.9992";"84.9998"
"43945";"2023-01-11";"2023-01-18";"2023-01-23";"16675";"286.2616";"89.4568"
"43946";"2023-01-11";"2023-01-18";"2023-01-23";"16687";"286.2616";"89.4568"
"43947";"2023-01-11";"2023-01-18";"2023-01-23";"16712";"286.2616";"89.4568"
"43948";"2023-01-11";"2023-01-18";"2023-01-23";"11047";"271.9992";"84.9998"
"43949";"2023-01-12";"2023-01-19";"2023-01-24";"27726";"286.2616";"89.4568"
"43950";"2023-01-12";"2023-01-19";"2023-01-24";"28014";"286.2616";"89.4568"
"43951";"2023-01-12";"2023-01-19";"2023-01-24";"16696";"286.2616";"89.4568"
"43952";"2023-01-12";"2023-01-19";"2023-01-24";"16639";"286.2616";"89.4568"
"43953";"2023-01-13";"2023-01-20";"2023-01-25";"20049";"55.9279";"17.4775"
"43954";"2023-01-13";"2023-01-20";"2023-01-25";"13602";"286.2616";"89.4568"
"43955";"2023-01-13";"2023-01-20";"2023-01-25";"13661";"286.2616";"89.4568"
"43956";"2023-01-13";"2023-01-20";"2023-01-25";"11030";"271.9992";"84.9998"
"43957";"2023-01-14";"2023-01-21";"2023-01-26";"28068";"286.2616";"89.4568"
"43958";"2023-01-14";"2023-01-21";"2023-01-26";"16658";"286.2616";"89.4568"
"43959";"2023-01-14";"2023-01-21";"2023-01-26";"11035";"269.9992";"84.3748"
"43960";"2023-01-14";"2023-01-21";"2023-01-26";"11046";"269.9992";"84.3748"
"43961";"2023-01-15";"2023-01-22";"2023-01-27";"28031";"286.2616";"89.4568"
"43962";"2023-01-15";"2023-01-22";"2023-01-27";"28076";"286.2616";"89.4568"
"43963";"2023-01-15";"2023-01-22";"2023-01-27";"16685";"286.2616";"89.4568"
"43964";"2023-01-15";"2023-01-22";"2023-01-27";"16745";"286.2616";"89.4568"
"43965";"2023-01-15";"2023-01-22";"2023-01-27";"11038";"269.9992";"84.3748"
"43966";"2023-01-15";"2023-01-22";"2023-01-27";"11039";"271.9992";"84.9998"
"43967";"2023-01-16";"2023-01-23";"2023-01-28";"28040";"286.2616";"89.4568"
"43968";"2023-01-16";"2023-01-23";"2023-01-28";"28067";"286.2616";"89.4568"
"43969";"2023-01-16";"2023-01-23";"2023-01-28";"28071";"286.2616";"89.4568"
"43970";"2023-01-16";"2023-01-23";"2023-01-28";"16684";"286.2616";"89.4568"
"43971";"2023-01-16";"2023-01-23";"2023-01-28";"16657";"286.2616";"89.4568"
"43972";"2023-01-17";"2023-01-24";"2023-01-29";"21939";"286.2616";"89.4568"
"43973";"2023-01-17";"2023-01-24";"2023-01-29";"28039";"286.2616";"89.4568"
"43974";"2023-01-17";"2023-01-24";"2023-01-29";"13687";"286.2616";"89.4568"
"43975";"2023-01-17";"2023-01-24";"2023-01-29";"13540";"286.2616";"89.4568"
"43976";"2023-01-17";"2023-01-24";"2023-01-29";"28063";"286.2616";"89.4568"
"43977";"2023-01-17";"2023-01-24";"2023-01-29";"16703";"286.2616";"89.4568"
"43978";"2023-01-18";"2023-01-25";"2023-01-30";"28030";"286.2616";"89.4568"
"43979";"2023-01-18";"2023-01-25";"2023-01-30";"14576";"55.9279";"17.4775"
"43980";"2023-01-18";"2023-01-25";"2023-01-30";"11048";"269.9992";"84.3748"
"43981";"2023-01-18";"2023-01-25";"2023-01-30";"16664";"286.2616";"89.4568"
"43982";"2023-01-18";"2023-01-25";"2023-01-30";"25271";"55.9279";"17.4775"
"43983";"2023-01-19";"2023-01-26";"2023-01-31";"28017";"286.2616";"89.4568"
"43984";"2023-01-19";"2023-01-26";"2023-01-31";"13545";"286.2616";"89.4568"
"43985";"2023-01-19";"2023-01-26";"2023-01-31";"13515";"286.2616";"89.4568"
"43986";"2023-01-19";"2023-01-26";"2023-01-31";"28070";"286.2616";"89.4568"
"43987";"2023-01-20";"2023-01-27";"2023-02-01";"28042";"286.2616";"89.4568"
"43988";"2023-01-20";"2023-01-27";"2023-02-01";"11244";"271.9992";"84.9998"
"43989";"2023-01-20";"2023-01-27";"2023-02-01";"28083";"286.2616";"89.4568"
"43990";"2023-01-20";"2023-01-27";"2023-02-01";"25872";"271.9992";"84.9998"
"43991";"2023-01-20";"2023-01-27";"2023-02-01";"16660";"286.2616";"89.4568"
"43992";"2023-01-20";"2023-01-27";"2023-02-01";"16638";"286.2616";"89.4568"
"43993";"2023-01-22";"2023-01-29";"2023-02-03";"16929";"286.2616";"89.4568"
"43994";"2023-01-23";"2023-01-30";"2023-02-04";"27681";"286.2616";"89.4568"
"43995";"2023-01-23";"2023-01-30";"2023-02-04";"21813";"286.2616";"89.4568"
"43996";"2023-01-23";"2023-01-30";"2023-02-04";"27920";"286.2616";"89.4568"
"43997";"2023-01-23";"2023-01-30";"2023-02-04";"28022";"286.2616";"89.4568"
"43998";"2023-01-23";"2023-01-30";"2023-02-04";"11033";"269.9992";"84.3748"
"43999";"2023-01-23";"2023-01-30";"2023-02-04";"28047";"286.2616";"89.4568"
"44000";"2023-01-24";"2023-01-31";"2023-02-05";"27918";"286.2616";"89.4568"
"44001";"2023-01-24";"2023-01-31";"2023-02-05";"28044";"286.2616";"89.4568"
"44002";"2023-01-24";"2023-01-31";"2023-02-05";"14572";"55.9279";"17.4775"
"44003";"2023-01-24";"2023-01-31";"2023-02-05";"19325";"55.9279";"17.4775"
"44004";"2023-01-24";"2023-01-31";"2023-02-05";"28061";"286.2616";"89.4568"
"44005";"2023-01-24";"2023-01-31";"2023-02-05";"26629";"55.9279";"17.4775"
"44006";"2023-01-24";"2023-01-31";"2023-02-05";"16744";"286.2616";"89.4568"
"44007";"2023-01-24";"2023-01-31";"2023-02-05";"25555";"55.9279";"17.4775"
"44008";"2023-01-25";"2023-02-01";"2023-02-06";"27678";"286.2616";"89.4568"
"44009";"2023-01-25";"2023-02-01";"2023-02-06";"27759";"286.2616";"89.4568"
"44010";"2023-01-25";"2023-02-01";"2023-02-06";"13680";"286.2616";"89.4568"
"44011";"2023-01-25";"2023-02-01";"2023-02-06";"13514";"286.2616";"89.4568"
"44012";"2023-01-25";"2023-02-01";"2023-02-06";"11052";"269.9992";"84.3748"
"44013";"2023-01-25";"2023-02-01";"2023-02-06";"16928";"286.2616";"89.4568"
"44014";"2023-01-26";"2023-02-02";"2023-02-07";"27917";"286.2616";"89.4568"
"44015";"2023-01-26";"2023-02-02";"2023-02-07";"13693";"286.2616";"89.4568"
"44016";"2023-01-26";"2023-02-02";"2023-02-07";"11247";"269.9992";"84.3748"
"44017";"2023-01-26";"2023-02-02";"2023-02-07";"28078";"286.2616";"89.4568"
"44018";"2023-01-26";"2023-02-02";"2023-02-07";"25876";"269.9992";"84.3748"
"44019";"2023-01-26";"2023-02-02";"2023-02-07";"16701";"286.2616";"89.4568"
"44020";"2023-01-26";"2023-02-02";"2023-02-07";"16931";"286.2616";"89.4568"
"44021";"2023-01-26";"2023-02-02";"2023-02-07";"11032";"269.9992";"84.3748"
"44022";"2023-01-27";"2023-02-03";"2023-02-08";"22008";"286.2616";"89.4568"
"44023";"2023-01-27";"2023-02-03";"2023-02-08";"19830";"269.9992";"84.3748"
"44024";"2023-01-27";"2023-02-03";"2023-02-08";"16663";"286.2616";"89.4568"
"44025";"2023-01-27";"2023-02-03";"2023-02-08";"16708";"286.2616";"89.4568"
"44026";"2023-01-27";"2023-02-03";"2023-02-08";"17045";"286.2616";"89.4568"
"44027";"2023-01-28";"2023-02-04";"2023-02-09";"21921";"286.2616";"89.4568"
"44028";"2023-01-28";"2023-02-04";"2023-02-09";"17048";"286.2616";"89.4568"
"44029";"2023-01-28";"2023-02-04";"2023-02-09";"11050";"269.9992";"84.3748"
"44030";"2023-01-29";"2023-02-05";"2023-02-10";"12131";"286.2616";"89.4568"
"44031";"2023-01-29";"2023-02-05";"2023-02-10";"13689";"286.2616";"89.4568"
"44032";"2023-01-29";"2023-02-05";"2023-02-10";"11243";"271.9992";"84.9998"
"44033";"2023-01-29";"2023-02-05";"2023-02-10";"16693";"286.2616";"89.4568"
"44034";"2023-01-29";"2023-02-05";"2023-02-10";"16702";"286.2616";"89.4568"
"44035";"2023-01-29";"2023-02-05";"2023-02-10";"16707";"286.2616";"89.4568"
"44036";"2023-01-29";"2023-02-05";"2023-02-10";"17046";"286.2616";"89.4568"
"44037";"2023-01-29";"2023-02-05";"2023-02-10";"25272";"55.9279";"17.4775"
"44038";"2023-01-29";"2023-02-05";"2023-02-10";"25868";"271.9992";"84.9998"
"44039";"2023-01-30";"2023-02-06";"2023-02-11";"17971";"55.9279";"17.4775"
"44040";"2023-01-30";"2023-02-06";"2023-02-11";"11057";"269.9992";"84.3748"
"44041";"2023-01-30";"2023-02-06";"2023-02-11";"16742";"286.2616";"89.4568"
"44042";"2023-01-31";"2023-02-07";"2023-02-12";"13678";"286.2616";"89.4568"
"44043";"2023-01-31";"2023-02-07";"2023-02-12";"13679";"286.2616";"89.4568"
"44044";"2023-01-31";"2023-02-07";"2023-02-12";"13690";"286.2616";"89.4568"
"44045";"2023-01-31";"2023-02-07";"2023-02-12";"28394";"271.9992";"84.9998"
"44046";"2023-01-31";"2023-02-07";"2023-02-12";"28064";"286.2616";"89.4568"
"44047";"2023-01-31";"2023-02-07";"2023-02-12";"25878";"271.9992";"84.9998"
"44048";"2023-01-31";"2023-02-07";"2023-02-12";"16713";"286.2616";"89.4568"
"44049";"2023-02-01";"2023-02-08";"2023-02-13";"13538";"286.2616";"89.4568"
"44050";"2023-02-01";"2023-02-08";"2023-02-13";"17050";"286.2616";"89.4568"
"44051";"2023-02-02";"2023-02-09";"2023-02-14";"13691";"286.2616";"89.4568"
"44052";"2023-02-02";"2023-02-09";"2023-02-14";"16637";"286.2616";"89.4568"
"44053";"2023-02-03";"2023-02-10";"2023-02-15";"19329";"55.9279";"17.4775"
"44054";"2023-02-03";"2023-02-10";"2023-02-15";"13542";"286.2616";"89.4568"
"44055";"2023-02-03";"2023-02-10";"2023-02-15";"13543";"286.2616";"89.4568"
"44056";"2023-02-03";"2023-02-10";"2023-02-15";"13559";"286.2616";"89.4568"
"44057";"2023-02-03";"2023-02-10";"2023-02-15";"14577";"55.9279";"17.4775"
"44058";"2023-02-03";"2023-02-10";"2023-02-15";"11056";"269.9992";"84.3748"
"44059";"2023-02-03";"2023-02-10";"2023-02-15";"16688";"286.2616";"89.4568"
"44060";"2023-02-03";"2023-02-10";"2023-02-15";"25273";"55.9279";"17.4775"
"44061";"2023-02-04";"2023-02-11";"2023-02-16";"27919";"286.2616";"89.4568"
"44062";"2023-02-04";"2023-02-11";"2023-02-16";"28041";"286.2616";"89.4568"
"44063";"2023-02-04";"2023-02-11";"2023-02-16";"11240";"271.9992";"84.9998"
"44064";"2023-02-04";"2023-02-11";"2023-02-16";"22050";"286.2616";"89.4568"
"44065";"2023-02-04";"2023-02-11";"2023-02-16";"28062";"286.2616";"89.4568"
"44066";"2023-02-04";"2023-02-11";"2023-02-16";"25867";"271.9992";"84.9998"
"44067";"2023-02-04";"2023-02-11";"2023-02-16";"17049";"286.2616";"89.4568"
"44068";"2023-02-05";"2023-02-12";"2023-02-17";"13541";"286.2616";"89.4568"
"44069";"2023-02-05";"2023-02-12";"2023-02-17";"28395";"269.9992";"84.3748"
"44070";"2023-02-05";"2023-02-12";"2023-02-17";"19829";"269.9992";"84.3748"
"44071";"2023-02-05";"2023-02-12";"2023-02-17";"16691";"286.2616";"89.4568"
"44072";"2023-02-05";"2023-02-12";"2023-02-17";"16656";"286.2616";"89.4568"
"44073";"2023-02-05";"2023-02-12";"2023-02-17";"11044";"269.9992";"84.3748"
"44134";"2023-02-06";"2023-02-13";"2023-02-18";"13821";"286.2616";"89.4568"
"44135";"2023-02-06";"2023-02-13";"2023-02-18";"28156";"286.2616";"89.4568"
"44136";"2023-02-06";"2023-02-13";"2023-02-18";"22114";"286.2616";"89.4568"
"44137";"2023-02-06";"2023-02-13";"2023-02-18";"17328";"286.2616";"89.4568"
"44138";"2023-02-07";"2023-02-14";"2023-02-19";"13765";"286.2616";"89.4568"
"44139";"2023-02-07";"2023-02-14";"2023-02-19";"13792";"286.2616";"89.4568"
"44140";"2023-02-07";"2023-02-14";"2023-02-19";"12221";"286.2616";"89.4568"
