"sales_order_id";"sales_order_detail_id";"sales_detail_item";"items_per_order";"order_qty";"product_id";"unit_price";"percentage_discount"
"43769";"425";"1";"1";"1";"751";"3578.2700";"0.0000"
"43770";"426";"1";"1";"1";"751";"3578.2700";"0.0000"
"43771";"427";"1";"1";"1";"764";"699.0982";"0.0000"
"43772";"428";"1";"1";"1";"751";"3578.2700";"0.2000"
"43773";"429";"1";"1";"1";"753";"3578.2700";"0.0000"
"43774";"430";"1";"1";"1";"752";"3578.2700";"0.1500"
"43775";"431";"1";"1";"1";"774";"3399.9900";"0.0000"
"43776";"432";"1";"1";"1";"753";"3578.2700";"0.0000"
"43777";"433";"1";"1";"1";"750";"3578.2700";"0.0000"
"43778";"434";"1";"1";"1";"772";"3399.9900";"0.2000"
"43779";"435";"1";"1";"1";"762";"699.0982";"0.0500"
"43780";"436";"1";"1";"1";"750";"3578.2700";"0.1000"
"43781";"437";"1";"1";"1";"751";"3578.2700";"0.0000"
"43782";"438";"1";"1";"1";"751";"3578.2700";"0.0000"
"43783";"439";"1";"1";"1";"751";"3578.2700";"0.1500"
"43784";"440";"1";"1";"1";"749";"3578.2700";"0.2000"
"43785";"441";"1";"1";"1";"750";"3578.2700";"0.0000"
"43786";"442";"1";"1";"1";"750";"3578.2700";"0.1000"
"43787";"443";"1";"1";"1";"771";"3399.9900";"0.2000"
"43788";"444";"1";"1";"1";"778";"3374.9900";"0.0000"
"43789";"445";"1";"1";"1";"778";"3374.9900";"0.0000"
"43790";"446";"1";"1";"1";"771";"3399.9900";"0.1000"
"43791";"447";"1";"1";"1";"753";"3578.2700";"0.2000"
"43792";"448";"1";"1";"1";"751";"3578.2700";"0.1000"
"43793";"449";"1";"1";"1";"771";"3399.9900";"0.0000"
"43794";"450";"1";"1";"1";"774";"3399.9900";"0.0000"
"43795";"451";"1";"1";"1";"751";"3578.2700";"0.0000"
"43796";"452";"1";"1";"1";"770";"699.0982";"0.0000"
"43797";"453";"1";"1";"1";"751";"3578.2700";"0.0000"
"43798";"454";"1";"1";"1";"749";"3578.2700";"0.2000"
"43799";"455";"1";"1";"1";"751";"3578.2700";"0.1000"
"43800";"456";"1";"1";"1";"750";"3578.2700";"0.1000"
"43801";"457";"1";"1";"1";"750";"3578.2700";"0.1000"
"43802";"458";"1";"1";"1";"751";"3578.2700";"0.0000"
"43803";"459";"1";"1";"1";"753";"3578.2700";"0.0000"
"43804";"460";"1";"1";"1";"749";"3578.2700";"0.2000"
"43805";"461";"1";"1";"1";"763";"699.0982";"0.0000"
"43806";"462";"1";"1";"1";"751";"3578.2700";"0.1500"
"43807";"463";"1";"1";"1";"751";"3578.2700";"0.2000"
"43808";"464";"1";"1";"1";"752";"3578.2700";"0.0000"
"43809";"465";"1";"1";"1";"749";"3578.2700";"0.1000"
"43810";"466";"1";"1";"1";"772";"3399.9900";"0.1500"
"43811";"467";"1";"1";"1";"773";"3399.9900";"0.0000"
"43812";"468";"1";"1";"1";"751";"3578.2700";"0.0000"
"43813";"469";"1";"1";"1";"777";"3374.9900";"0.0000"
"43814";"470";"1";"1";"1";"777";"3374.9900";"0.1000"
"43815";"471";"1";"1";"1";"750";"3578.2700";"0.0000"
"43816";"472";"1";"1";"1";"753";"3578.2700";"0.0000"
"43817";"473";"1";"1";"1";"749";"3578.2700";"0.0000"
"43818";"474";"1";"1";"1";"751";"3578.2700";"0.0000"
"43819";"475";"1";"1";"1";"773";"3399.9900";"0.2000"
"43820";"476";"1";"1";"1";"751";"3578.2700";"0.0500"
"43821";"477";"1";"1";"1";"749";"3578.2700";"0.0000"
"43822";"478";"1";"1";"1";"752";"3578.2700";"0.1000"
"43823";"479";"1";"1";"1";"770";"699.0982";"0.0000"
"43824";"480";"1";"1";"1";"768";"699.0982";"0.0000"
"43825";"481";"1";"1";"1";"752";"3578.2700";"0.0000"
"43826";"482";"1";"1";"1";"775";"3374.9900";"0.1500"
"43827";"483";"1";"1";"1";"768";"699.0982";"0.0500"
"43828";"484";"1";"1";"1";"749";"3578.2700";"0.2000"
"43829";"485";"1";"1";"1";"749";"3578.2700";"0.0000"
"43830";"486";"1";"1";"1";"750";"3578.2700";"0.0000"
"43831";"487";"1";"1";"1";"776";"3374.9900";"0.0500"
"43832";"488";"1";"1";"1";"749";"3578.2700";"0.0500"
"43833";"489";"1";"1";"1";"749";"3578.2700";"0.0500"
"43834";"490";"1";"1";"1";"775";"3374.9900";"0.1500"
"43835";"491";"1";"1";"1";"775";"3374.9900";"0.0000"
"43836";"492";"1";"1";"1";"761";"699.0982";"0.0000"
"43837";"493";"1";"1";"1";"777";"3374.9900";"0.0000"
"43838";"494";"1";"1";"1";"752";"3578.2700";"0.0500"
"43839";"495";"1";"1";"1";"750";"3578.2700";"0.2000"
"43840";"496";"1";"1";"1";"762";"699.0982";"0.1000"
"43841";"497";"1";"1";"1";"753";"3578.2700";"0.1500"
"43842";"498";"1";"1";"1";"751";"3578.2700";"0.1000"
"43918";"1284";"1";"1";"1";"752";"3578.2700";"0.1500"
"43919";"1285";"1";"1";"1";"753";"3578.2700";"0.0000"
"43920";"1286";"1";"1";"1";"752";"3578.2700";"0.1000"
"43921";"1287";"1";"1";"1";"752";"3578.2700";"0.1500"
"43922";"1288";"1";"1";"1";"749";"3578.2700";"0.0000"
"43923";"1289";"1";"1";"1";"751";"3578.2700";"0.0000"
"43924";"1290";"1";"1";"1";"749";"3578.2700";"0.0000"
"43925";"1291";"1";"1";"1";"753";"3578.2700";"0.0000"
"43926";"1292";"1";"1";"1";"778";"3374.9900";"0.1000"
"43927";"1293";"1";"1";"1";"753";"3578.2700";"0.0000"
"43928";"1294";"1";"1";"1";"752";"3578.2700";"0.0000"
"43929";"1295";"1";"1";"1";"760";"699.0982";"0.1000"
"43930";"1296";"1";"1";"1";"751";"3578.2700";"0.0000"
"43931";"1297";"1";"1";"1";"752";"3578.2700";"0.0000"
"43932";"1298";"1";"1";"1";"753";"3578.2700";"0.1000"
"43933";"1299";"1";"1";"1";"774";"3399.9900";"0.1500"
"43934";"1300";"1";"1";"1";"773";"3399.9900";"0.0500"
"43935";"1301";"1";"1";"1";"766";"699.0982";"0.0000"
"43936";"1302";"1";"1";"1";"750";"3578.2700";"0.1000"
"43937";"1303";"1";"1";"1";"751";"3578.2700";"0.1500"
"43938";"1304";"1";"1";"1";"749";"3578.2700";"0.0500"
"43939";"1305";"1";"1";"1";"751";"3578.2700";"0.0000"
"43940";"1306";"1";"1";"1";"767";"699.0982";"0.1500"
"43941";"1307";"1";"1";"1";"753";"3578.2700";"0.0000"
"43942";"1308";"1";"1";"1";"749";"3578.2700";"0.1500"
"43943";"1309";"1";"1";"1";"768";"699.0982";"0.0000"
"43944";"1310";"1";"1";"1";"771";"3399.9900";"0.0000"
"43945";"1311";"1";"1";"1";"749";"3578.2700";"0.2000"
"43946";"1312";"1";"1";"1";"752";"3578.2700";"0.0500"
"43947";"1313";"1";"1";"1";"749";"3578.2700";"0.0000"
"43948";"1314";"1";"1";"1";"772";"3399.9900";"0.1000"
"43949";"1315";"1";"1";"1";"749";"3578.2700";"0.0000"
"43950";"1316";"1";"1";"1";"750";"3578.2700";"0.0000"
"43951";"1317";"1";"1";"1";"750";"3578.2700";"0.1000"
"43952";"1318";"1";"1";"1";"751";"3578.2700";"0.0000"
"43953";"1319";"1";"1";"1";"770";"699.0982";"0.0000"
"43954";"1320";"1";"1";"1";"750";"3578.2700";"0.0000"
"43955";"1321";"1";"1";"1";"753";"3578.2700";"0.0000"
"43956";"1322";"1";"1";"1";"771";"3399.9900";"0.1000"
"43957";"1323";"1";"1";"1";"752";"3578.2700";"0.0000"
"43958";"1324";"1";"1";"1";"751";"3578.2700";"0.2000"
"43959";"1325";"1";"1";"1";"775";"3374.9900";"0.0000"
"43960";"1326";"1";"1";"1";"776";"3374.9900";"0.0000"
"43961";"1327";"1";"1";"1";"750";"3578.2700";"0.0000"
"43962";"1328";"1";"1";"1";"751";"3578.2700";"0.2000"
"43963";"1329";"1";"1";"1";"753";"3578.2700";"0.0000"
"43964";"1330";"1";"1";"1";"751";"3578.2700";"0.1000"
"43965";"1331";"1";"1";"1";"778";"3374.9900";"0.2000"
"43966";"1332";"1";"1";"1";"774";"3399.9900";"0.2000"
"43967";"1333";"1";"1";"1";"752";"3578.2700";"0.0000"
"43968";"1334";"1";"1";"1";"752";"3578.2700";"0.2000"
"43969";"1335";"1";"1";"1";"749";"3578.2700";"0.0000"
"43970";"1336";"1";"1";"1";"750";"3578.2700";"0.0000"
"43971";"1337";"1";"1";"1";"753";"3578.2700";"0.0500"
"43972";"1338";"1";"1";"1";"753";"3578.2700";"0.0500"
"43973";"1339";"1";"1";"1";"751";"3578.2700";"0.0500"
"43974";"1340";"1";"1";"1";"751";"3578.2700";"0.0000"
"43975";"1341";"1";"1";"1";"751";"3578.2700";"0.0000"
"43976";"1342";"1";"1";"1";"749";"3578.2700";"0.2000"
"43977";"1343";"1";"1";"1";"751";"3578.2700";"0.0000"
"43978";"1344";"1";"1";"1";"749";"3578.2700";"0.0000"
"43979";"1345";"1";"1";"1";"760";"699.0982";"0.0000"
"43980";"1346";"1";"1";"1";"778";"3374.9900";"0.1500"
"43981";"1347";"1";"1";"1";"753";"3578.2700";"0.1500"
"43982";"1348";"1";"1";"1";"770";"699.0982";"0.1000"
"43983";"1349";"1";"1";"1";"753";"3578.2700";"0.0000"
"43984";"1350";"1";"1";"1";"750";"3578.2700";"0.1500"
"43985";"1351";"1";"1";"1";"752";"3578.2700";"0.1000"
"43986";"1352";"1";"1";"1";"749";"3578.2700";"0.1500"
"43987";"1353";"1";"1";"1";"749";"3578.2700";"0.0000"
"43988";"1354";"1";"1";"1";"771";"3399.9900";"0.2000"
"43989";"1355";"1";"1";"1";"751";"3578.2700";"0.1500"
"43990";"1356";"1";"1";"1";"771";"3399.9900";"0.1500"
"43991";"1357";"1";"1";"1";"749";"3578.2700";"0.0000"
"43992";"1358";"1";"1";"1";"750";"3578.2700";"0.0000"
"43993";"1359";"1";"1";"1";"753";"3578.2700";"0.0000"
"43994";"1360";"1";"1";"1";"753";"3578.2700";"0.0000"
"43995";"1361";"1";"1";"1";"751";"3578.2700";"0.1500"
"43996";"1362";"1";"1";"1";"749";"3578.2700";"0.1500"
"43997";"1363";"1";"1";"1";"749";"3578.2700";"0.1500"
"43998";"1364";"1";"1";"1";"775";"3374.9900";"0.0000"
"43999";"1365";"1";"1";"1";"750";"3578.2700";"0.1500"
"44000";"1366";"1";"1";"1";"750";"3578.2700";"0.0000"
"44001";"1367";"1";"1";"1";"752";"3578.2700";"0.0000"
"44002";"1368";"1";"1";"1";"767";"699.0982";"0.0000"
"44003";"1369";"1";"1";"1";"770";"699.0982";"0.0000"
"44004";"1370";"1";"1";"1";"749";"3578.2700";"0.0000"
"44005";"1371";"1";"1";"1";"766";"699.0982";"0.0500"
"44006";"1372";"1";"1";"1";"749";"3578.2700";"0.0500"
"44007";"1373";"1";"1";"1";"759";"699.0982";"0.0000"
"44008";"1374";"1";"1";"1";"751";"3578.2700";"0.0000"
"44009";"1375";"1";"1";"1";"753";"3578.2700";"0.0000"
"44010";"1376";"1";"1";"1";"749";"3578.2700";"0.2000"
"44011";"1377";"1";"1";"1";"749";"3578.2700";"0.1500"
"44012";"1378";"1";"1";"1";"776";"3374.9900";"0.1500"
"44013";"1379";"1";"1";"1";"751";"3578.2700";"0.0000"
"44014";"1380";"1";"1";"1";"752";"3578.2700";"0.1000"
"44015";"1381";"1";"1";"1";"750";"3578.2700";"0.0500"
"44016";"1382";"1";"1";"1";"777";"3374.9900";"0.0000"
"44017";"1383";"1";"1";"1";"749";"3578.2700";"0.0000"
"44018";"1384";"1";"1";"1";"777";"3374.9900";"0.0000"
"44019";"1385";"1";"1";"1";"749";"3578.2700";"0.0000"
"44020";"1386";"1";"1";"1";"750";"3578.2700";"0.0000"
"44021";"1387";"1";"1";"1";"775";"3374.9900";"0.0000"
"44022";"1388";"1";"1";"1";"752";"3578.2700";"0.0000"
"44023";"1389";"1";"1";"1";"776";"3374.9900";"0.0000"
"44024";"1390";"1";"1";"1";"753";"3578.2700";"0.0000"
"44025";"1391";"1";"1";"1";"753";"3578.2700";"0.0000"
"44026";"1392";"1";"1";"1";"749";"3578.2700";"0.1500"
"44027";"1393";"1";"1";"1";"749";"3578.2700";"0.1500"
"44028";"1394";"1";"1";"1";"751";"3578.2700";"0.0500"
"44029";"1395";"1";"1";"1";"777";"3374.9900";"0.0000"
"44030";"1396";"1";"1";"1";"750";"3578.2700";"0.0000"
"44031";"1397";"1";"1";"1";"752";"3578.2700";"0.0000"
"44032";"1398";"1";"1";"1";"771";"3399.9900";"0.2000"
"44033";"1399";"1";"1";"1";"753";"3578.2700";"0.0000"
"44034";"1400";"1";"1";"1";"752";"3578.2700";"0.0500"
"44035";"1401";"1";"1";"1";"751";"3578.2700";"0.0000"
"44036";"1402";"1";"1";"1";"749";"3578.2700";"0.0000"
"44037";"1403";"1";"1";"1";"763";"699.0982";"0.0000"
"44038";"1404";"1";"1";"1";"771";"3399.9900";"0.1000"
"44039";"1405";"1";"1";"1";"770";"699.0982";"0.0500"
"44040";"1406";"1";"1";"1";"778";"3374.9900";"0.0500"
"44041";"1407";"1";"1";"1";"752";"3578.2700";"0.1500"
"44042";"1408";"1";"1";"1";"752";"3578.2700";"0.0500"
"44043";"1409";"1";"1";"1";"750";"3578.2700";"0.0000"
"44044";"1410";"1";"1";"1";"753";"3578.2700";"0.1000"
"44045";"1411";"1";"1";"1";"771";"3399.9900";"0.0000"
"44046";"1412";"1";"1";"1";"752";"3578.2700";"0.0000"
"44047";"1413";"1";"1";"1";"771";"3399.9900";"0.0500"
"44048";"1414";"1";"1";"1";"753";"3578.2700";"0.1500"
"44049";"1415";"1";"1";"1";"753";"3578.2700";"0.1500"
"44050";"1416";"1";"1";"1";"749";"3578.2700";"0.0000"
"44051";"1417";"1";"1";"1";"749";"3578.2700";"0.0500"
"44052";"1418";"1";"1";"1";"753";"3578.2700";"0.0000"
"44053";"1419";"1";"1";"1";"768";"699.0982";"0.0000"
"44054";"1420";"1";"1";"1";"753";"3578.2700";"0.0000"
"44055";"1421";"1";"1";"1";"749";"3578.2700";"0.0500"
"44056";"1422";"1";"1";"1";"753";"3578.2700";"0.0000"
"44057";"1423";"1";"1";"1";"768";"699.0982";"0.0000"
"44058";"1424";"1";"1";"1";"777";"3374.9900";"0.0000"
"44059";"1425";"1";"1";"1";"752";"3578.2700";"0.0000"
"44060";"1426";"1";"1";"1";"770";"699.0982";"0.0500"
"44061";"1427";"1";"1";"1";"749";"3578.2700";"0.0000"
"44062";"1428";"1";"1";"1";"749";"3578.2700";"0.0500"
"44063";"1429";"1";"1";"1";"771";"3399.9900";"0.2000"
"44064";"1430";"1";"1";"1";"749";"3578.2700";"0.0000"
"44065";"1431";"1";"1";"1";"749";"3578.2700";"0.0000"
"44066";"1432";"1";"1";"1";"771";"3399.9900";"0.0000"
"44067";"1433";"1";"1";"1";"749";"3578.2700";"0.0000"
"44068";"1434";"1";"1";"1";"752";"3578.2700";"0.0000"
"44069";"1435";"1";"1";"1";"776";"3374.9900";"0.0000"
"44070";"1436";"1";"1";"1";"776";"3374.9900";"0.0000"
"44071";"1437";"1";"1";"1";"752";"3578.2700";"0.0000"
"44072";"1438";"1";"1";"1";"750";"3578.2700";"0.1500"
"44073";"1439";"1";"1";"1";"778";"3374.9900";"0.0000"
"44134";"2033";"1";"1";"1";"749";"3578.2700";"0.0000"
"44135";"2034";"1";"1";"1";"749";"3578.2700";"0.0000"
"44136";"2035";"1";"1";"1";"750";"3578.2700";"0.0000"
"44137";"2036";"1";"1";"1";"753";"3578.2700";"0.0000"
"44138";"2037";"1";"1";"1";"749";"3578.2700";"0.0000"
"44139";"2038";"1";"1";"1";"750";"3578.2700";"0.1000"
"44140";"2039";"1";"1";"1";"750";"3578.2700";"0.1000"
"44141";"2040";"1";"1";"1";"752";"3578.2700";"0.1500"
"44142";"2041";"1";"1";"1";"752";"3578.2700";"0.0000"
"44143";"2042";"1";"1";"1";"752";"3578.2700";"0.1000"
"44144";"2043";"1";"1";"1";"751";"3578.2700";"0.0000"
"44145";"2044";"1";"1";"1";"749";"3578.2700";"0.0000"
"44146";"2045";"1";"1";"1";"752";"3578.2700";"0.0000"
"44147";"2046";"1";"1";"1";"749";"3578.2700";"0.0500"
"44148";"2047";"1";"1";"1";"749";"3578.2700";"0.0000"
"44149";"2048";"1";"1";"1";"751";"3578.2700";"0.0500"
"44150";"2049";"1";"1";"1";"751";"3578.2700";"0.0500"
"44151";"2050";"1";"1";"1";"763";"699.0982";"0.0000"
"44152";"2051";"1";"1";"1";"773";"3399.9900";"0.0000"
"44153";"2052";"1";"1";"1";"751";"3578.2700";"0.0000"
"44154";"2053";"1";"1";"1";"750";"3578.2700";"0.0000"
"44155";"2054";"1";"1";"1";"752";"3578.2700";"0.0000"
"44156";"2055";"1";"1";"1";"773";"3399.9900";"0.0500"
"44157";"2056";"1";"1";"1";"753";"3578.2700";"0.0000"
"44158";"2057";"1";"1";"1";"750";"3578.2700";"0.1000"
"44159";"2058";"1";"1";"1";"750";"3578.2700";"0.0500"
"44160";"2059";"1";"1";"1";"751";"3578.2700";"0.0000"
"44161";"2060";"1";"1";"1";"753";"3578.2700";"0.0000"
"44162";"2061";"1";"1";"1";"750";"3578.2700";"0.2000"
"44163";"2062";"1";"1";"1";"753";"3578.2700";"0.2000"
"44164";"2063";"1";"1";"1";"749";"3578.2700";"0.1500"
"44165";"2064";"1";"1";"1";"752";"3578.2700";"0.0000"
"44166";"2065";"1";"1";"1";"768";"699.0982";"0.0000"
"44167";"2066";"1";"1";"1";"753";"3578.2700";"0.0000"
"44168";"2067";"1";"1";"1";"752";"3578.2700";"0.0000"
"44169";"2068";"1";"1";"1";"750";"3578.2700";"0.0500"
"44170";"2069";"1";"1";"1";"753";"3578.2700";"0.0000"
"44171";"2070";"1";"1";"1";"752";"3578.2700";"0.0000"
"44172";"2071";"1";"1";"1";"768";"699.0982";"0.2000"
"44173";"2072";"1";"1";"1";"751";"3578.2700";"0.0000"
"44174";"2073";"1";"1";"1";"750";"3578.2700";"0.1500"
"44175";"2074";"1";"1";"1";"752";"3578.2700";"0.0000"
"44176";"2075";"1";"1";"1";"753";"3578.2700";"0.2000"
"44177";"2076";"1";"1";"1";"777";"3374.9900";"0.0500"
"44178";"2077";"1";"1";"1";"751";"3578.2700";"0.0000"
"44179";"2078";"1";"1";"1";"777";"3374.9900";"0.0000"
"44180";"2079";"1";"1";"1";"774";"3399.9900";"0.0000"
"44181";"2080";"1";"1";"1";"751";"3578.2700";"0.0000"
"44182";"2081";"1";"1";"1";"749";"3578.2700";"0.2000"
"44183";"2082";"1";"1";"1";"749";"3578.2700";"0.1000"
"44184";"2083";"1";"1";"1";"753";"3578.2700";"0.0500"
"44185";"2084";"1";"1";"1";"749";"3578.2700";"0.0000"
"44186";"2085";"1";"1";"1";"774";"3399.9900";"0.0000"
"44187";"2086";"1";"1";"1";"752";"3578.2700";"0.2000"
"44188";"2087";"1";"1";"1";"766";"699.0982";"0.0000"
"44189";"2088";"1";"1";"1";"760";"699.0982";"0.0000"
"44190";"2089";"1";"1";"1";"775";"3374.9900";"0.0000"
"44191";"2090";"1";"1";"1";"749";"3578.2700";"0.0000"
"44192";"2091";"1";"1";"1";"751";"3578.2700";"0.0500"
"44193";"2092";"1";"1";"1";"751";"3578.2700";"0.0500"
"44194";"2093";"1";"1";"1";"749";"3578.2700";"0.0000"
"44195";"2094";"1";"1";"1";"752";"3578.2700";"0.2000"
"44196";"2095";"1";"1";"1";"753";"3578.2700";"0.1000"
"44197";"2096";"1";"1";"1";"751";"3578.2700";"0.1500"
"44198";"2097";"1";"1";"1";"749";"3578.2700";"0.0000"
"44199";"2098";"1";"1";"1";"752";"3578.2700";"0.0000"
"44200";"2099";"1";"1";"1";"750";"3578.2700";"0.0000"
"44201";"2100";"1";"1";"1";"752";"3578.2700";"0.2000"
"44202";"2101";"1";"1";"1";"750";"3578.2700";"0.0500"
"44203";"2102";"1";"1";"1";"751";"3578.2700";"0.1500"
"44204";"2103";"1";"1";"1";"767";"699.0982";"0.1500"
"44205";"2104";"1";"1";"1";"751";"3578.2700";"0.2000"
"44206";"2105";"1";"1";"1";"774";"3399.9900";"0.0000"
"44207";"2106";"1";"1";"1";"752";"3578.2700";"0.2000"
"44208";"2107";"1";"1";"1";"774";"3399.9900";"0.2000"
"44209";"2108";"1";"1";"1";"750";"3578.2700";"0.0000"
"44210";"2109";"1";"1";"1";"749";"3578.2700";"0.1000"
"44211";"2110";"1";"1";"1";"752";"3578.2700";"0.0000"
"44212";"2111";"1";"1";"1";"751";"3578.2700";"0.1500"
"44213";"2112";"1";"1";"1";"749";"3578.2700";"0.0000"
"44214";"2113";"1";"1";"1";"750";"3578.2700";"0.0000"
"44215";"2114";"1";"1";"1";"751";"3578.2700";"0.0000"
"44216";"2115";"1";"1";"1";"753";"3578.2700";"0.2000"
"44217";"2116";"1";"1";"1";"749";"3578.2700";"0.0000"
"44218";"2117";"1";"1";"1";"750";"3578.2700";"0.0000"
"44219";"2118";"1";"1";"1";"768";"699.0982";"0.2000"
"44220";"2119";"1";"1";"1";"772";"3399.9900";"0.0000"
"44221";"2120";"1";"1";"1";"753";"3578.2700";"0.0000"
"44222";"2121";"1";"1";"1";"750";"3578.2700";"0.1500"
"44223";"2122";"1";"1";"1";"749";"3578.2700";"0.0000"
"44224";"2123";"1";"1";"1";"753";"3578.2700";"0.1500"
"44225";"2124";"1";"1";"1";"760";"699.0982";"0.0000"
"44226";"2125";"1";"1";"1";"752";"3578.2700";"0.0000"
"44227";"2126";"1";"1";"1";"776";"3374.9900";"0.0500"
"44228";"2127";"1";"1";"1";"771";"3399.9900";"0.0000"
"44229";"2128";"1";"1";"1";"771";"3399.9900";"0.0500"
"44230";"2129";"1";"1";"1";"751";"3578.2700";"0.1500"
"44231";"2130";"1";"1";"1";"766";"699.0982";"0.0000"
"44232";"2131";"1";"1";"1";"751";"3578.2700";"0.0000"
"44233";"2132";"1";"1";"1";"749";"3578.2700";"0.0000"
"44234";"2133";"1";"1";"1";"751";"3578.2700";"0.1000"
"44235";"2134";"1";"1";"1";"752";"3578.2700";"0.0000"
"44236";"2135";"1";"1";"1";"751";"3578.2700";"0.0000"
"44237";"2136";"1";"1";"1";"749";"3578.2700";"0.0000"
"44238";"2137";"1";"1";"1";"750";"3578.2700";"0.0000"
"44239";"2138";"1";"1";"1";"750";"3578.2700";"0.0500"
"44240";"2139";"1";"1";"1";"750";"3578.2700";"0.0500"
"44241";"2140";"1";"1";"1";"752";"3578.2700";"0.1500"
"44242";"2141";"1";"1";"1";"752";"3578.2700";"0.1000"
"44243";"2142";"1";"1";"1";"751";"3578.2700";"0.1500"
"44244";"2143";"1";"1";"1";"751";"3578.2700";"0.0000"
