"sales_order_id";"sales_order_detail_id";"sales_detail_item";"items_per_order";"order_qty";"product_id";"unit_price";"percentage_discount"
"75098";"121255";"3";"3";"1";"873";"2.2900";"0.2000"
"75099";"121256";"1";"3";"1";"871";"9.9900";"0.1500"
"75099";"121257";"2";"3";"1";"880";"54.9900";"0.1500"
"75099";"121258";"3";"3";"1";"877";"7.9500";"0.1500"
"75100";"121259";"1";"3";"1";"871";"9.9900";"0.1000"
"75100";"121260";"2";"3";"1";"870";"4.9900";"0.1000"
"75100";"121261";"3";"3";"1";"866";"63.5000";"0.1000"
"75101";"121262";"1";"2";"1";"867";"69.9900";"0.2000"
"75101";"121263";"2";"2";"1";"866";"63.5000";"0.2000"
"75102";"121264";"1";"2";"1";"869";"69.9900";"0.0000"
"75102";"121265";"2";"2";"1";"715";"49.9900";"0.0000"
"75103";"121266";"1";"2";"1";"870";"4.9900";"0.0000"
"75103";"121267";"2";"2";"1";"708";"34.9900";"0.0000"
"75104";"121268";"1";"2";"1";"870";"4.9900";"0.1500"
"75104";"121269";"2";"2";"1";"877";"7.9500";"0.1500"
"75105";"121270";"1";"4";"1";"921";"4.9900";"0.1500"
"75105";"121271";"2";"4";"1";"707";"34.9900";"0.1500"
"75105";"121272";"3";"4";"1";"712";"8.9900";"0.1500"
"75105";"121273";"4";"4";"1";"715";"49.9900";"0.1500"
"75106";"121274";"1";"2";"1";"921";"4.9900";"0.0000"
"75106";"121275";"2";"2";"1";"873";"2.2900";"0.0000"
"75107";"121276";"1";"2";"1";"878";"21.9800";"0.1500"
"75107";"121277";"2";"2";"1";"708";"34.9900";"0.1500"
"75108";"121278";"1";"1";"1";"921";"4.9900";"0.1500"
"75109";"121279";"1";"2";"1";"878";"21.9800";"0.0500"
"75109";"121280";"2";"2";"1";"864";"63.5000";"0.0500"
"75110";"121281";"1";"3";"1";"878";"21.9800";"0.2000"
"75110";"121282";"2";"3";"1";"880";"54.9900";"0.2000"
"75110";"121283";"3";"3";"1";"877";"7.9500";"0.2000"
"75111";"121284";"1";"3";"1";"921";"4.9900";"0.1000"
"75111";"121285";"2";"3";"1";"708";"34.9900";"0.1000"
"75111";"121286";"3";"3";"1";"712";"8.9900";"0.1000"
"75112";"121287";"1";"2";"1";"929";"29.9900";"0.2000"
"75112";"121288";"2";"2";"1";"874";"8.9900";"0.2000"
"75113";"121289";"1";"4";"1";"928";"24.9900";"0.1500"
"75113";"121290";"2";"4";"1";"921";"4.9900";"0.1500"
"75113";"121291";"3";"4";"1";"711";"34.9900";"0.1500"
"75113";"121292";"4";"4";"1";"714";"49.9900";"0.1500"
"75114";"121293";"1";"1";"1";"931";"21.4900";"0.2000"
"75115";"121294";"1";"3";"1";"931";"21.4900";"0.1500"
"75115";"121295";"2";"3";"1";"922";"3.9900";"0.1500"
"75115";"121296";"3";"3";"1";"880";"54.9900";"0.1500"
"75116";"121297";"1";"1";"1";"923";"4.9900";"0.0000"
"75117";"121298";"1";"2";"1";"923";"4.9900";"0.1500"
"75117";"121299";"2";"2";"1";"860";"24.4900";"0.1500"
"75118";"121300";"1";"4";"1";"923";"4.9900";"0.1500"
"75118";"121301";"2";"4";"1";"873";"2.2900";"0.1500"
"75118";"121302";"3";"4";"1";"877";"7.9500";"0.1500"
"75118";"121303";"4";"4";"1";"876";"120.0000";"0.1500"
"75119";"121304";"1";"3";"1";"921";"4.9900";"0.2000"
"75119";"121305";"2";"3";"1";"930";"35.0000";"0.2000"
"75119";"121306";"3";"3";"1";"873";"2.2900";"0.2000"
"75120";"121307";"1";"3";"1";"878";"21.9800";"0.2000"
"75120";"121308";"2";"3";"1";"884";"53.9900";"0.2000"
"75120";"121309";"3";"3";"1";"712";"8.9900";"0.2000"
"75121";"121310";"1";"3";"1";"921";"4.9900";"0.2000"
"75121";"121311";"2";"3";"1";"930";"35.0000";"0.2000"
"75121";"121312";"3";"3";"1";"707";"34.9900";"0.2000"
"75122";"121313";"1";"2";"1";"878";"21.9800";"0.2000"
"75122";"121314";"2";"2";"1";"712";"8.9900";"0.2000"
"75123";"121315";"1";"3";"1";"878";"21.9800";"0.1500"
"75123";"121316";"2";"3";"1";"879";"159.0000";"0.1500"
"75123";"121317";"3";"3";"1";"712";"8.9900";"0.1500"
